"Rec No"	"Log:Obj Id"	"Log:Set No"	"Log:Condition"	"Log:Retval"	"Log:Unconditional"	"Log:Action"	"Log:Source"	"Log:Csource"	"Log:Flag1"	"Log:Flag2"	"Log:Flag3"	"Log:Filler"	"Log:Exlong"	"Log:User"	"Log:Date"
         706	"D0199"	      1	"~A0190V = "Y""	"E0199V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,291"
         708	"P9662"	      1		"FORMAT(TODAY(),@D4B)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"GC"	"        72,236"
         709	"P9832"	      1	"SEL:DOC_NO != "QOC0194""	"FORMAT(TODAY(),@D4B)"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,614"
         710	"D9119"	      1	"~A9070V != 3"	"E9119V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,237"
         711	"D9019"	      1	"~A9070V = 3"	"E9019V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,237"
         722	"I0922"	      1	"~A9015V = 1"	""~P1408G, Defendant""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"GC"	"        72,237"
         723	"I0922"	      2	"~A9015V = 2"	""~P9533V, a witness""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"GC"	"        72,237"
         724	"D9026"	      1	"~A9026V != 1"	"E9026V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,237"
         725	"D9028"	      1	"~A9026V != 2"	"E9028V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,237"
         726	"D9030"	      1	"~A9026V != 3"	"E9030V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,237"
         729	"P9675"	      1		"FORMAT(TODAY(),@D4B)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"GC"	"        72,238"
         730	"A9937"	      1	"SEL:DOC_NO = "QOC0061" AND ~A9927V = "N""	0	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"tdy"	"        79,341"
         731	"D0255"	      1	"~A0255V = "N""	"E0255V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,238"
         732	"D0257"	      1	"~A0255V = "Y""	"E0257V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,238"
         733	"A9110"	      1	"~A3110V != "" AND ~A3110V < 3"	2	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,105"
         735	"I0029"	      1		""caption9""	  1	"IMPORT"	  2	  0	  0	  0	  0		             0	"GC"	"        72,241"
         736	"D0229"	      1	"~A9942V !INC 1"	"E0229V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LJJ"	"        78,208"
         737	"D0231"	      1	"~A9942V !INC 2"	"E0231V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LJJ"	"        78,208"
         738	"D0233"	      1	"~A9942V !INC 3"	"E0233V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LJJ"	"        78,208"
         739	"D0235"	      1	"~A9942V !INC 4"	"E0235V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"LJJ"	"        78,208"
         740	"D0237"	      1	"~A9936V !INC 5"	"E0237V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"ABH"	"        76,883"
         741	"A9936"	      1	"~AC000V != "Y""		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,399"
         742	"D0313"	      1	"~A0313V = 2"	"E0313V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,243"
         743	"D0315"	      1	"~A0313V = 1"	"E0315V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,243"
         744	"I0293"	      1	"~A0293V = 1"	""Caption8""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"JA"	"        78,934"
         745	"I0293"	      2	"~A0293V = 2"	""captio10""	  0	"IMPORT"	  2	  0	  0	  0	  0		             0	"GC"	"        72,243"
         746	"D0950"	      1	"~A0956V !INC 1"	"E0950V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,243"
         747	"D0951"	      1	"~A0956V !INC 2"	"E0951V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         748	"D0952"	      1	"~A0956V !INC 3"	"E0952V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         749	"D0953"	      1	"~A0956V !INC 4"	"E0953V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         750	"D0954"	      1	"~A0956V !INC 5"	"E0954V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         751	"D0955"	      1	"~A0956V !INC 6"	"E0955V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         752	"D0956"	      1	"~A0956V !INC 7"	"E0956V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         753	"D0957"	      1	"~A0956V !INC 8"	"E0957V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         754	"D0958"	      1	"~A0956V !INC 9"	"E0958V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         755	"D0959"	      1	"~A0956V !INC 10"	"E0959V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         756	"D0960"	      1	"~A0956V !INC 11"	"E0960V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         757	"D0961"	      1	"~A0956V !INC 12"	"E0961V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         758	"D0962"	      1	"~A0956V !INC 13"	"E0962V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         759	"D0963"	      1	"~A0956V !INC 14"	"E0963V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         760	"D0964"	      1	"~A0956V !INC 15"	"E0964V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         761	"D0965"	      1	"~A0956V !INC 16"	"E0965V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         762	"D0966"	      1	"~A0956V !INC 17"	"E0966V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         763	"D0967"	      1	"~A0956V !INC 18"	"E0967V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         764	"D0968"	      1	"~A0956V !INC 19"	"E0968V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         765	"D0969"	      1	"~A0956V !INC 20"	"E0969V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         766	"A0958"	      1	"~A0956V !INC 20"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         767	"L0958"	      1	"LOOP() <= ~A0958V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         768	"D2350"	      1	"~A0235V = 2"	"E2350V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         769	"D2352"	      1	"~A0235V = 1"	"E2352V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         770	"D2354"	      1	"~A9061V = 2 AND ~A0235V = 2"	"E2354V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         771	"D2356"	      1	"~A9061V = 1 AND ~A0235V = 2"	"E2356V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         772	"D2358"	      1	"~A9061V = 1 AND ~A0235V = 1"	"E2358V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         773	"D2360"	      1	"~A9061V = 2 AND ~A0235V = 1"	"E2360V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"GC"	"        72,244"
         776	"I9177"	      4	"~A9190V INC 1 AND ~A9190V INC 2 AND ~A9190V INC 3"	""Social Security Administration, the Veterans Administration and the ~P9188V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"GC"	"        72,245"
         777	"I9177"	      5	"~A9190V INC 1 AND ~A9190V INC 2 AND ~A9190V !INC 3"	""Social Security Administration and the Veterans Administration""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"GC"	"        72,245"
         778	"I9177"	      6	"~A9190V !INC 1 AND ~A9190V INC 2 AND ~A9190V INC 3"	""Veterans Administration and the ~P9188V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"GC"	"        72,245"
         779	"I9177"	      7	"~A9190V INC 1 AND ~A9190V !INC 2 AND ~A9190V INC 3"	""Social Security Administration and the ~P9188V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"GC"	"        72,245"
         780	"A9190"	      1	"~A9189V = "N""		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"LR"	"        72,298"
         784	"L3112"	      1	"LOOP() <= ~A3112V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,248"
         786	"L3111"	      1	"LOOP() <= ~A3111V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,248"
         787	"I3112"	      9	"~A3112V = 9"	""nine""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,248"
         788	"I3112"	     10	"~A3112V = 10"	""ten""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,248"
         789	"I3112"	     11	"~A3112V = 11"	""eleven""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,248"
         790	"I3112"	     12	"~A3112V = 12"	""twelve""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,248"
         791	"I3112"	     13	"~A3112V = 13"	""thirteen""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,248"
         792	"I3112"	     14	"~A3112V = 14"	""fourteen""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,248"
         793	"I3112"	     15	"~A3112V = 15"	""fifteen""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,248"
         794	"I3117"	      1	"~A3111V > 1"	""s""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,248"
         795	"I3118"	      1	"~A3111V = 1"	"" this""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,248"
         796	"I3118"	      2	"~A3111V > 1"	"" these""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,248"
         797	"A3113"	      1	"ASM("QOC0232") OR ASM( "QOC0233") AND ~A3100V != 1"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"LR"	"        72,300"
         798	"A3114"	      1	"ASM("QOC0232") OR ASM("QOC0233") AND ~A3100V != 2"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"LR"	"        72,300"
         799	"A3115"	      1	"ASM("QOC0232") OR ASM("QOC0233") AND ~A3100V != 6"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"LR"	"        72,300"
         800	"A3116"	      1	"ASM("QOC0232") OR ASM("QOC0233") AND ~A3100V != 5"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"LR"	"        72,300"
         801	"A3117"	      1	"ASM("QOC0232") OR ASM("QOC0233") AND ~A3100V != 4"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"LR"	"        72,300"
         802	"A3118"	      1	"ASM("QOC0232") OR ASM("QOC0233") AND ~A3100V != 9"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"LR"	"        72,300"
         803	"P9877"	      1		"FORMAT(TODAY(),@D4B)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,249"
         806	"P8975"	      1		"FORMAT(TODAY(),@D4B)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,249"
         811	"L3105"	      1	"LOOP() <= ~A3105V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"GC"	"        72,250"
         814	"I9202"	      3	"~A0075V = 3"	"" City""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,251"
         818	"P9990"	      1	"~P9005G <> """	"UPPER(~P9005G)"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"EAD"	"        72,255"
         819	"P9837"	      1	"ASM("QOC0151") AND ~P9680V <> """	"~P9680V"	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"EAD"	"        72,255"
         820	"P9711"	      1		"FORMAT(TODAY(),@D4B)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,255"
         821	"M0012"	      1	"~A0075V = 3"	""City of " & CAPS(~P9204V)"	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"EAD"	"        72,256"
         822	"P9204"	      2	"~P9984V <> """	"~P9984V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"EAD"	"        72,256"
         823	"P9984"	      3	"~P9204V <> """	"UPPER(~P9204V)"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"HH"	"        79,640"
         824	"A8999"	      1	"~A9100V = 1"	1	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"EAD"	"        72,256"
         825	"A8999"	      2	"~A9100V = 3"	2	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"EAD"	"        72,256"
         826	"I9001"	      1	"~A8999V = 1"	""~P9000V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,808"
         827	"I9001"	      2	"~A8999V = 2"	""~P9004V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,808"
         828	"I9004"	      1	"~A8999V = 1"	"" ~P9012V Judicial District Court""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,809"
         829	"I9004"	      2	"~A8999V = 2"	"" County Court at Law Number ~P9020V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"EAD"	"        72,256"
         830	"I0084"	      1	"~A9918V > 1"	""s""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LR"	"        72,256"
         845	"P9113"	      2		"FORMAT(TODAY(),@D4B)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,256"
         846	"A9937"	      2	"~A9106V = "N""		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"KF"	"        72,294"
         847	"L5005"	      1	"LOOP() <= ~A5005V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"EAD"	"        72,256"
         848	"P9996"	      1		"FORMAT(TODAY(),@D4B)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,257"
         853	"P9204"	      1	"~A0075V != 3"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"EAD"	"        72,257"
         855	"I9003"	      2	"~A9100V = 2"	""County Court of ~P9005G County""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,906"
         856	"I9003"	      6	"~A9100V = 6"	""Justice of the Peace Court, Precinct No. ~P9014V, ~P9005G County""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,453"
         857	"I9003"	      7	"~A9100V = 7"	""Magistrate Court, ~P9979V, ~P9005G County""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,453"
         858	"I9003"	      8	"~A9100V = 8"	""Municipal Court, ~P9979V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,453"
         863	"A3114"	      2	"~A3102V != "" AND ~A3102V != 2"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,259"
         864	"P3014"	      1		"FORMAT(TODAY(),@D4B)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,258"
         866	"A3113"	      2	"~A3102V != "" AND ~A3102V != 1"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"LMM"	"        72,259"
         867	"D9833"	      1	"~A9130V = 2"	"E9833V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,907"
         868	"A3200"	      1	"~A3100V != "" AND ~A3100V = 4"	1	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"KF"	"        72,298"
         869	"A3200"	      4	"~A3100V != "" AND ~A3100V = 9"	4	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"KF"	"        72,298"
         870	"I8911"	      2	"~A3200V = 2"	""Second Degree Felony""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,259"
         871	"I8911"	      3	"~A3200V = 3"	""First Degree Felony""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,259"
         872	"I8911"	      4	"~A3200V = 4"	""State Jail Felony""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,259"
         873	"I8911"	      1	"~A3200V = 1"	""Third Degree Felony""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,259"
         874	"A3200"	      3	"~A3100V != "" AND ~A3100V = 6"	3	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"KF"	"        72,298"
         875	"A3200"	      2	"~A3100V != "" AND ~A3100V = 5"	2	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"KF"	"        72,298"
         876	"A9202"	      1	"~A9098V !INC 2"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,262"
         877	"A9203"	      1	"~A9098V !INC 3"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,262"
         878	"A9204"	      1	"~A9098V !INC 4"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,262"
         879	"A9205"	      1	"~A9098V !INC 5"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,262"
         880	"A9206"	      1	"~A9098V !INC 6"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,262"
         881	"A9208"	      1	"~A9098V !INC 7"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,263"
         882	"A9207"	      1	"~A9098V !INC 1"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,263"
         884	"P8200"	      1		"FORMAT(TODAY(),@D4B)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,263"
         885	"I0044"	      1	"~A0020V = 1"	""indictment""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LR"	"        72,263"
         886	"I0044"	      2	"~A0020V = 2"	""information""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LR"	"        72,263"
         887	"I0044"	      3	"~A0020V = 3"	""complaint""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LR"	"        72,263"
         888	"A9042"	      1	"~A9041V = 2"	""N""	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"BC"	"        72,908"
         891	"I3005"	      1		"CHOOSETF(~P9005G != "",UPPER(~P9005G),"~P9005G")"	  1	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,266"
         892	"I0908"	      1	"~A9146V = 1"	""~P8981V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LR"	"        72,269"
         893	"D9292"	      1	"~A9146V != 2"	"E9292V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,796"
         894	"D9294"	      1	"~A9146V != 3"	"E9294V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,796"
         895	"I0908"	      2	"~A9146V = 2"	""~P0190G""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LR"	"        72,269"
         896	"I0908"	      3	"~A9146V = 3"	""~P9980V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LR"	"        72,269"
         897	"M0001"	      1		"UPPER(~P1408G)"	  1	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,272"
         898	"M0002"	      1		"UPPER(~P9005G)"	  1	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,272"
         901	"P9863"	      1	"~P9533V != """	"~P9533V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,843"
         902	"P9864"	      1	"~A9979V = 1 AND ~P1428G != """	"~P1428G"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,273"
         903	"P9864"	      2	"~A9979V = 2 AND ~P9545V != """	"~P9545V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,273"
         931	"I5000"	      1		"CHOOSETF(~P9873V = "1" OR UPPER(~P9873V) = "ONE","","s")"	  1	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,283"
         933	"D0142"	      1	"~A5065V !INC 1 AND ~A5065V !INC 2 AND ~A5065V !INC 3 AND ~A5065V !INC 4"	"E0142V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,283"
         934	"P9884"	      1		"FORMAT(TODAY(),@D4B)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"GC"	"        72,283"
         943	"A8998"	      1	"~A9100V = 2"	1	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"SMT"	"        72,284"
         944	"A8998"	      2	"~A9100V = 3"	2	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"SMT"	"        72,284"
         945	"A9019"	      1	"~A9131V = 2"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,284"
         947	"P9764"	      1		"FORMAT(TODAY(), @D4)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"SMT"	"        72,284"
         948	"D8000"	      1	"~A9045V != 1"	"E8000V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,906"
         949	"P9408"	      1	"~P9847V != """	"~P9847V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,284"
         951	"D8002"	      1	"~A9046V != 1"	"E8002V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"MEE"	"        72,906"
         954	"L0025"	      1	"LOOP() <= ~A0025V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LR"	"        72,284"
         955	"I0016"	      1	"~A0025V > 1"	""s""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"LR"	"        72,284"
         956	"A0061"	      1	"~A0060V !INC 5"	0	  0	"ASSIGN"	  1	  0	  0	  0	  0		             0	"TAW"	"        72,621"
         957	"L0073"	      1	"LOOP() <= ~A0073V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"LR"	"        72,285"
         958	"I9994"	      1	"~A9100V = 1"	""in the ~P9012V Judicial District of " & "~P9005G" & " County, Texas""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,894"
         959	"I9994"	      2	"~A9100V = 2"	""in the County Court of ~P9005G County, Texas""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"CNS"	"        72,894"
